"FamilyName","GivenName","Prefix","Gender","Age","Class","Joined","url","Price","Survived"
"QUICK","Phyllis May","Miss","Female","2","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/phyllis-may-quick.html","26.00",1
"RANGER","Thomas","Mr","Male","29","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/thomas-ranger.html","NA",1
"RAY","Frederick Dent","Mr","Male","32","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/frederick-dent-ray.html","NA",1
"RENOUF","Lillian","Mrs","Male","30","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/lillian-renouf.html","21.00",1
"REYNALDO","Encarnación","Mrs","Male","29","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/encarnacion-reynaldo.html","13.00",1
"RHEIMS","George Alexander Lucien","Mr","Male","33","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/george-rheims.html","39.60",1
"RICE","Charles John","Mr","Male","32","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/charles-rice.html","NA",1
"RICHARDS","Emily","Mrs","Male","24","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/emily-richards.html","18.75",1
"RICHARDS","William Rowe","Master",NA,"3","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/william-rowe-richards.html","18.75",1
"RICHARDS","Sibley George","Master",NA,"0.0625","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/sibley-george-richards.html","18.75",1
"RIDSDALE","Lucy","Miss","Female","58","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/lucy-ridsdale.html","10.50",1
"RIORDAN","Hannah","Miss","Female","21","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-survivor/hannah-riordan.html","7.72",1
"ROBERT","Elisabeth Walton","Mrs","Male","43","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/elisabeth-walton-robert.html","211.34",1
"ROBERTS","Mary Kezia","Mrs","Male","41","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/mary-kezziah-roberts.html","NA",1
"ROBINSON","Annie","Mrs","Male","47","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/annie-robinson.html","NA",1
"ROMAINE","Charles Hallace","Mr","Male","45","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/charles-romaine.html","26.55",1
"ROSENBAUM","Edith Louise","Miss","Female","32","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/edith-russell.html","27.72",1
"ROSS","Horace Leopold","Mr","Male","38","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/horace-leopold-ross.html","NA",1
"ROTH","Sarah","Miss","Female","26","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/sarah-roth.html","8.05",1
"ROTHES","Lucy Noël Martha, Countess of",NA,NA,"33","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/countess-of-rothes.html","86.50",1
"ROTHSCHILD","Elizabeth Jane Anne","Mrs","Male","54","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/elizabeth-jane-anne-rothschild.html","59.40",1
"ROWE","George Thomas","Mr","Male","31","Deck Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/george-thomas-rowe.html","NA",1
"RUGG","Emily","Miss","Female","22","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/emily-rugg.html","10.50",1
"RULE","Samuel James","Mr","Male","58","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/samuel-james-rule.html","NA",1
"RYAN","Edward","Mr","Male","24","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-survivor/edward-ryan.html","7.75",1
"RYERSON","Emily Maria","Mrs","Male","48","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/emily-ryerson.html","262.38",1
"RYERSON","Emily Borie","Miss","Female","18","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/emily-borie-ryerson.html","262.38",1
"RYERSON","Susan Parker","Miss","Female","21","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/suzette-ryerson.html","262.38",1
"RYERSON","John Borie","Master",NA,"13","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/john-borie-ryerson.html","262.38",1
"RYERSON","William Edwy","Mr","Male","33","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/william-edwy-ryerson.html","NA",1
"SAALFELD","Adolphe","Mr","Male","47","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/adolphe-saalfeld.html","30.50",1
"SÄGESSER","Emma","Mlle",NA,"24","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/emma-sagesser.html","69.30",1
"SALKJELSVIK","Anna Kristine","Miss","Female","21","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/anna-kristine-salkjelsvik.html","7.65",1
"SALOMON","Abraham Lincoln","Mr","Male","43","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/abraham-salomon.html","26.00",1
"SANDSTRÖM","Agnes Charlotta","Mrs","Male","24","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/agnes-charlotta-sandstrom.html","16.70",1
"SANDSTRÖM","Beatrice Irene","Miss","Female","1","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/beatrice-irene-sandstrom.html","16.70",1
"SANDSTRÖM","Marguerite Rut","Miss","Female","4","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/marguerite-rut-sandstrom.html","16.70",1
"SAP","Julius","Mr","Male","21","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/julius-jules-sap.html","9.50",1
"SAVAGE","Charles James","Mr","Male","23","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/charles-savage.html","NA",1
"SCARROTT","Joseph George","Mr","Male","33","Deck Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/joseph-george-scarrott.html","NA",1
"SCHABERT","Emma","Mrs","Male","35","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/emma-schabert.html","57.75",1
"SCHEERLINCK","Jean","Mr","Male","29","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/jean-scheerlinck.html","9.50",1
"SCOTT","Frederick William","Mr","Male","28","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/frederick-william-scott.html","NA",1
"SELF","Albert Charles Edward","Mr","Male","24","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/edward-self.html","NA",1
"SENIOR","Harry","Mr","Male","31","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/harry-senior.html","NA",1
"SERREPLAÀ","Augusta Jeanne","Miss","Female","30","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/auguste-serreplan.html","31.00",1
"SEWARD","Frederic Kimber","Mr","Male","34","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/frederic-kimber-seward.html","26.55",1
"SEWARD","Wilfred Deable","Mr","Male","25","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/wilfred-deable-seward.html","NA",1
"SHEATH","Frederick","Mr","Male","20","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/frederick-sheath.html","NA",1
"SHELLEY","Imanita Parrish","Mrs","Male","24","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/imanita-parrish-shelley.html","26.00",1
"SHIERS","Alfred Charles","Mr","Male","25","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/alfred-charles-shiers.html","NA",1
"SHINE","Ellen","Miss","Female","20","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-survivor/ellen-natalia-shine.html","7.83",1
"SHULVER","Christopher Arthur","Mr","Male","28","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/john-dilley.html","NA",1
"SHUTES","Elizabeth Weed","Miss","Female","40","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/elizabeth-weed-shutes.html","153.46",1
"SILVÉN","Lyyli Karoliina","Miss","Female","17","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/lyyli-karoliina-silven.html","13.00",1
"SILVERTHORNE","Spencer Victor","Mr","Male","35","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/spencer-victor-silverthorne.html","26.29",1
"SILVEY","Alice Gray","Mrs","Male","39","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/alice-silvey.html","55.90",1
"SIMMONS","Andrew George James","Mr","Male","31","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/andrew-simmons.html","NA",1
"SIMONIUS-BLUMER","Colonel (Oberst) Alfons","Mr","Male","56","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/alfons-simonius-blumer.html","35.50",1
"SINCOCK","Maude","Miss","Female","20","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/maude-sincock.html","36.75",1
"SINKKONEN","Anna","Miss","Female","30","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/anna-sinkkonen.html","13.00",1
"SJÖBLOM","Anna Sofia","Miss","Female","18","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/anna-sofia-sjoblom.html","6.50",1
"SLAYTER","Hilda Mary","Miss","Female","30","2nd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-survivor/hilda-mary-slayter.html","12.35",1
"SLOAN","Mary Jane","Miss","Female","45","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/mary-sloan.html","NA",1
"SLOCOMBE","Maude Louise","Mrs","Male","30","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/maude-slocombe.html","NA",1
"SLOPER","William Thompson","Mr","Male","28","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/william-thompson-sloper.html","35.50",1
"SMITH","Mary Eloise","Mrs","Male","18","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/mary-eloise-smith.html","60.00",1
"SMITH","Marion","Miss","Female","49","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/marion-smith.html","13.00",1
"SMITH","Kate Elizabeth","Miss","Female","45","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/kate-elizabeth-smith.html","NA",1
"SMYTH","Julia","Miss","Female","18","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-survivor/julia-smyth.html","7.73",1
"SNOW","Eustace Philip","Mr","Male","21","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/eustace-philip-snow.html","NA",1
"SNYDER","John Pillsbury","Mr","Male","24","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/john-pillsbury-snyder.html","82.27",1
"SNYDER","Nelle","Mrs","Male","23","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/nelle-snyder.html","82.27",1
"SPARKMAN","Henry William","Mr","Male","36","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/henry-william-sparkman.html","NA",1
"SPEDDEN","Frederic Oakley","Mr","Male","45","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/frederic-oakley-spedden.html","134.50",1
"SPEDDEN","Margaretta Corning","Mrs","Male","39","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/margaretta-corning-spedden.html","134.50",1
"SPEDDEN","Robert Douglas","Master",NA,"6","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/robert-douglas-spedden.html","134.50",1
"SPENCER","Marie Eugenie","Mrs","Male","48","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/marie-eugenie-spencer.html","146.52",1
"STÄHELIN-MAEGLIN","Max","Dr","Male","32","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/max-stahelin-maeglin.html","30.50",1
"STANLEY","Amy Zillah Elsie","Miss","Female","24","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/amy-zillah-elsie-stanley.html","7.55",1
"STAP","Sarah Agnes","Miss","Female","47","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/sarah-agnes-stap.html","NA",1
"STENGEL","Charles Emil Henry","Mr","Male","54","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/charles-stengel.html","55.44",1
"STENGEL","Annie May","Mrs","Male","43","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/annie-may-stengel.html","55.44",1
"STEPHENSON","Martha","Mrs","Male","52","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/martha-stephenson.html","78.27",1
"STEWART","John","Mr","Male","28","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/john-stewart.html","NA",1
"STONE","Martha Evelyn","Mrs","Male","61","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/martha-evelyn-stone.html","80.00",1
"STRANDÉN","Juho Niilosson","Mr","Male","30","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/juho-niilosson-stranden.html","7.93",1
"STREET","Thomas Albert","Mr","Male","25","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/thomas-albert-street.html","NA",1
"SUNDERLAND","Victor Francis","Mr","Male","20","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/victor-francis-sunderland.html","8.05",1
"SUNDMAN","Johan Julian","Mr","Male","45","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/johan-julian-sundman.html","7.93",1
"SVENSSON","Johan Cervin","Mr","Male","14","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/johan-cervin-svensson.html","9.22",1
"SWIFT","Margaret Welles","Mrs","Male","46","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/margaret-welles-swift.html","25.93",1
"SYMONS","George Thomas Macdonald","Mr","Male","24","Deck Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/george-thomas-macdonald-symons.html","NA",1
"TANNŪS","Thamīn","Mrs","Male","16","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/thamine-thelma-thomas.html","8.52",1
"TANNŪS","As'ad","Master",NA,"0.0347222222222222","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/assad-alexander-thomas-tannous.html","8.52",1
"TAUSSIG","Tillie","Mrs","Male","39","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/tillie-taussig.html","79.65",1
"TAUSSIG","Ruth","Miss","Female","18","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/ruth-taussig.html","79.65",1
"TAYLOR","Elmer Zebley","Mr","Male","48","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/elmer-zebley-taylor.html","52.00",1
"TAYLOR","Juliet Cummins","Mrs","Male","49","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/juliet-cummins-taylor.html","52.00",1
"TAYLOR","George","Mr","Male","23","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/james-taylor.html","NA",1
"TAYLOR","William Henry","Mr","Male","28","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/william-henry-taylor.html","NA",1
"TENGLIN","Gunnar Isidor","Mr","Male","25","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/gunnar-isidor-tenglin.html","7.80",1
"TERRILL","Frank","Mr","Male","27","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/frank-terrell.html","NA",1
"THAYER","Marian Longstreth","Mrs","Male","39","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/marian-thayer.html","110.88",1
"THAYER","John Borland","Mr","Male","17","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/john-borland-thayer-jr.html","110.88",1
"THEISSINGER","Alfred","Mr","Male","46","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/alfred-theissinger.html","NA",1
"THOMAS","Benjamin James","Mr","Male","30","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/benjamin-james-thomas.html","NA",1
"THOMAS","Albert Charles","Mr","Male","23","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/albert-charles-thomas.html","NA",1
"THOMPSON","John William","Mr","Male","41","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/john-william-thompson.html","NA",1
"THORNE","Gertrude Mabelle","Miss","Female","37","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/gertrude-mabelle-thorne.html","80.20",1
"THORNEYCROFT","Florence Kate","Mrs","Male","32","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/florence-kate-thorneycroft.html","16.10",1
"THRELFALL","Thomas","Mr","Male","44","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/thomas-threlfall.html","NA",1
"THRESHER","George Terrill","Mr","Male","25","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/george-terrill-thresher.html","NA",1
"TOMS","Fred","Mr","Male","29","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/fred-toms.html","NA",1
"TOOMEY","Ellen Mary","Miss","Female","50","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/ellen-mary-toomey.html","10.50",1
"TÖRNQVIST","Johan Vilhelm Henrik","Mr","Male","26","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/william-henry-tornquist.html","NA",1
"TRIGGS","Robert","Mr","Male","41","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/robert-triggs.html","NA",1
"TROUT","Jessie Laird","Mrs","Male","27","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/jessie-trout.html","12.65",1
"TROUTT","Edwina Celia","Miss","Female","27","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/edwina-troutt.html","10.50",1
"TU'MAH","Hinnah","Mrs","Male","27","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/hanna-youssef-touma.html","15.25",1
"TU'MAH","Mariyam","Miss","Female","9","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/maria-youssef-mary-thomas-touma.html","15.25",1
"TU'MAH","Jirjis Yūsuf","Master",NA,"8","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/georges-youssef-george-thomas-touma.html","15.25",1
"TUCKER","Gilbert Milligan jr","Mr","Male","31","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/gilbert-milligan-jr-tucker.html","28.54",1
"TURJA","Anna Sofia","Miss","Female","18","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/anna-sofia-turja.html","9.84",1
"TURKULA","Hedwig","Mrs","Male","64","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/hedwig-turkula.html","9.59",1
"VARTANIAN","David","Mr","Male","22","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/david-vartanian.html","7.23",1
"VIGOTT","Philip Francis","Mr","Male","32","Deck Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/philip-francis-vigott.html","NA",1
"WALLCROFT","Ellen 'Nellie'","Miss","Female","36","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/nellie-wallcroft.html","21.00",1
"WARD","Annie Moore","Miss","Female","37","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/annie-moore-ward.html","512.33",1
"WARD","William","Mr","Male","37","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/william-ward.html","NA",1
"WARE","Florence Louise","Mrs","Male","32","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/florence-louise-ware.html","21.00",1
"WARREN","Anna Sophia","Mrs","Male","60","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/anna-sophia-warren.html","75.25",1
"WATT","Elizabeth","Mrs","Male","40","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/bessie-watt.html","15.75",1
"WATT","Robertha Josephine","Miss","Female","12","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/bertha-watt.html","15.75",1
"WEBBER","Susan","Miss","Female","38","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/susan-webber.html","13.00",1
"WEIKMAN","Augustus Henry","Mr","Male","52","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/augustus-henry-weikman.html","NA",1
"WEISZ","Mathilde Françoise","Mrs","Male","37","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/mathilde-francoise-weisz.html","26.00",1
"WELLER","William Clifford","Mr","Male","30","Deck Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/william-clifford-weller.html","NA",1
"WELLS","Addie Dart","Mrs","Male","29","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/addie-dart-wells.html","23.00",1
"WELLS","Joan","Miss","Female","4","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/joan-wells.html","23.00",1
"WELLS","Ralph Lester","Master",NA,"2","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/ralph-lester-wells.html","23.00",1
"WENNERSTRÖM","August","Mr","Male","27","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/august-wennerstrom.html","7.80",1
"WEST","Ada Mary","Mrs","Male","33","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/ada-mary-west.html","27.75",1
"WEST","Constance Miriam","Miss","Female","4","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/constance-mirium-west.html","27.75",1
"WEST","Barbara Joyce","Miss","Female","0.0694444444444444","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/barbara-joyce-west.html","27.75",1
"WHEAT","Joseph Thomas","Mr","Male","30","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/joseph-thomas-wheat.html","NA",1
"WHEELTON","Edenser Edward","Mr","Male","28","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/edneser-ernest-edward-wheelton.html","NA",1
"WHILEMS","Charles","Mr","Male","31","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/charles-wilhelms.html","13.00",1
"WHITE","Ella Holmes","Mrs","Male","55","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/ella-white.html","135.63",1
"WHITE","Alfred","Mr","Male","32","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/alfred-white.html","NA",1
"WHITE","William George","Mr","Male","23","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/william-george-white.html","NA",1
"WHITELEY","Thomas Arthur","Mr","Male","18","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/thomas-whiteley.html","NA",1
"WICK","Mary Peebles","Mrs","Male","45","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/mary-wick.html","164.87",1
"WICK","Mary Natalie","Miss","Female","31","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/mary-natalie-wick.html","164.87",1
"WIDENER","Eleanor","Mrs","Male","50","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/eleanor-widener.html","211.50",1
"WIDGERY","Isaac George","Mr","Male","37","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/james-george-widgery.html","NA",1
"WILKES","Ellen","Mrs","Male","47","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/ellen-wilkes.html","NA",1
"WILKINSON","Elizabeth Anne","Mrs","Male","30","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/elizabeth-anne-wilkinson.html","26.00",1
"WILLARD","Constance","Miss","Female","21","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/constance-willard.html","26.55",1
"WILLIAMS","Richard Norris","Mr","Male","21","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/richard-norris-williams.html","61.38",1
"WILLIAMS","Charles Eugene","Mr","Male","23","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/charles-eugene-williams.html","13.00",1
"WILLIAMS","Walter John","Mr","Male","28","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/walter-john-williams.html","NA",1
"WILSON","Helen Alice","Miss","Female","33","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/helen-wilson.html","134.50",1
"WINDEBANK","Alfred Edgar","Mr","Male","38","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/alfred-edgar-windebank.html","NA",1
"WITTER","James William Cheetham","Mr","Male","31","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/james-william-cheetham-witter.html","NA",1
"WOOLNER","Hugh","Mr","Male","45","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/hugh-woolner.html","35.50",1
"WRIGHT","Marion","Miss","Female","26","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/marion-wright.html","13.50",1
"WRIGHT","William","Mr","Male","47","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/william-wright.html","NA",1
"WYNN","William","Mr","Male","41","Deck Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-survivor/william-wynn.html","NA",1
"YAZBAK","Sīlānah Iskandar Nāsīf Abī Dāghir","Mrs","Male","17","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/selini-celiney-yazbeck.html","14.45",1
"YEARSLEY","Harry","Mr","Male","40","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-survivor/harry-yearsley.html","NA",1
"YOUNG","Marie Grice","Miss","Female","36","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/marie-grice-young.html","135.63",1
"YŪSUF","Kātrīn","Mrs","Male","23","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-survivor/catherine-peter-joseph.html","22.36",1
